# Position data for device 13 on 20110421
# hhmmss.sss	hhmm	ss.sss	longitude	latitude	accuracy	session_id	leg distance	leg mps	bearing	total distance	total time	average mps
105334.197	1053	34.197	2.778868853	48.87072208	200	2727	0	0	0	0	00:00:00.000	0
105408.773	1054	08.773	2.778908134	48.8705291	25	2727	21.655	0.626	3.106	21.655	00:00:34.576	0.626
105520.127	1055	20.127	2.778437975	48.87114979	25	2727	77.148	1.081	6.151	98.803	00:01:45.930	0.933
105556.487	1055	56.487	2.778370632	48.87132693	15	2727	20.310	0.559	6.216	119.113	00:02:22.290	0.837
105602.130	1056	02.130	2.778332495	48.87135833	15	2727	4.472	0.792	6.073	123.585	00:02:27.933	0.835
105612.330	1056	12.330	2.778239208	48.87142753	15	2727	10.293	1.009	6.050	133.878	00:02:38.133	0.847
105616.047	1056	16.047	2.778205579	48.87145771	15	2727	4.164	1.120	6.090	138.042	00:02:41.850	0.853
105620.070	1056	20.070	2.778172515	48.87148694	15	2727	4.054	1.008	6.087	142.096	00:02:45.873	0.857
105821.280	1058	21.280	2.778382835	48.87092195	25	2727	64.699	0.534	3.076	206.795	00:04:47.083	0.720
110031.870	1100	31.870	2.778258276	48.87089096	25	2727	9.755	0.075	3.755	216.55	00:06:57.673	0.518
110041.687	1100	41.687	2.778370621	48.87081015	25	2727	12.187	1.241	2.903	228.737	00:07:07.490	0.535
110222.850	1102	22.850	2.778832311	48.87091338	15	2727	35.720	0.353	0.665	264.457	00:08:48.653	0.500
110230.663	1102	30.663	2.778696804	48.87087043	15	2727	11.017	1.410	3.647	275.474	00:08:56.466	0.513
110258.710	1102	58.710	2.778710491	48.87077643	10	2727	10.503	0.374	3.116	285.977	00:09:24.513	0.507
110305.683	1103	05.683	2.77871684	48.87073834	10	2727	4.262	0.611	3.112	290.239	00:09:31.486	0.508
110334.700	1103	34.700	2.778691787	48.87060819	10	2727	14.591	0.503	3.175	304.83	00:10:00.503	0.508
110337.673	1103	37.673	2.778652618	48.8706392	10	2727	4.487	1.509	6.066	309.317	00:10:03.476	0.513
110340.693	1103	40.693	2.778618153	48.87067979	5	2727	5.173	1.713	6.136	314.49	00:10:06.496	0.519
110343.677	1103	43.677	2.778583516	48.87072267	5	2727	5.402	1.810	6.143	319.892	00:10:09.480	0.525
110521.903	1105	21.903	2.777721275	48.87166189	25	2727	122.073	1.243	6.123	441.965	00:11:47.706	0.625
110522.903	1105	22.903	2.777743619	48.87169566	10	2727	4.097	4.097	0.116	446.062	00:11:48.706	0.629
110523.857	1105	23.857	2.77773342	48.87170256	10	2727	1.071	1.123	6.028	447.133	00:11:49.660	0.630
110525.017	1105	25.017	2.77773342	48.87170256	10	2727	0.000	0.000	0.000	447.133	00:11:50.820	0.629
110531.663	1105	31.663	2.777661811	48.87174889	10	2727	7.353	1.106	6.017	454.486	00:11:57.466	0.633
110532.703	1105	32.703	2.777639162	48.87177347	10	2727	3.198	3.075	6.122	457.684	00:11:58.506	0.637
110533.673	1105	33.673	2.777635438	48.87178365	10	2727	1.165	1.201	6.219	458.849	00:11:59.476	0.638
110534.667	1105	34.667	2.777635438	48.87178365	5	2727	0.000	0.000	0.000	458.849	00:12:00.470	0.637
110538.677	1105	38.677	2.777616916	48.87182631	5	2727	4.935	1.231	6.207	463.784	00:12:04.480	0.640
110539.700	1105	39.700	2.777609258	48.8718375	5	2727	1.365	1.334	6.163	465.149	00:12:05.503	0.641
110540.697	1105	40.697	2.777602867	48.87184702	5	2727	1.158	1.161	6.165	466.307	00:12:06.500	0.642
110541.690	1105	41.690	2.777595015	48.87185705	5	2727	1.255	1.264	6.146	467.562	00:12:07.493	0.643
110542.657	1105	42.657	2.777587325	48.87186629	5	2727	1.172	1.212	6.138	468.734	00:12:08.460	0.643
110543.743	1105	43.743	2.777579032	48.87187554	5	2727	1.195	1.100	6.126	469.929	00:12:09.546	0.644
110544.677	1105	44.677	2.777571299	48.8718842	5	2727	1.117	1.196	6.127	471.046	00:12:10.480	0.645
110545.683	1105	45.683	2.777564012	48.8718926	5	2727	1.076	1.070	6.131	472.122	00:12:11.486	0.645
110546.700	1105	46.700	2.777555437	48.87190251	5	2727	1.269	1.248	6.132	473.391	00:12:12.503	0.646
110547.663	1105	47.663	2.777547906	48.87191132	5	2727	1.124	1.167	6.134	474.515	00:12:13.466	0.647
110548.697	1105	48.697	2.777540154	48.87191905	5	2727	1.030	0.996	6.108	475.545	00:12:14.500	0.647
110549.657	1105	49.657	2.77753141	48.87192595	5	2727	1.000	1.042	6.063	476.545	00:12:15.460	0.648
110550.687	1105	50.687	2.777518136	48.87193291	5	2727	1.243	1.207	5.959	477.788	00:12:16.490	0.649
110551.707	1105	51.707	2.777498431	48.87194545	5	2727	2.007	1.968	6.013	479.795	00:12:17.510	0.651
110552.670	1105	52.670	2.777473866	48.87196239	5	2727	2.605	2.705	6.033	482.4	00:12:18.473	0.653
110553.693	1105	53.693	2.777449675	48.87198016	5	2727	2.655	2.595	6.048	485.055	00:12:19.496	0.656
110554.697	1105	54.697	2.777428411	48.87199708	5	2727	2.443	2.433	6.065	487.498	00:12:20.500	0.658
110555.683	1105	55.683	2.777413064	48.87200826	10	2727	1.676	1.700	6.046	489.174	00:12:21.486	0.660
110556.683	1105	56.683	2.777397886	48.87201888	5	2727	1.622	1.622	6.036	490.796	00:12:22.486	0.661
110557.687	1105	57.687	2.777383525	48.87202938	5	2727	1.572	1.566	6.046	492.368	00:12:23.490	0.662
110558.713	1105	58.713	2.777368595	48.87204039	5	2727	1.642	1.600	6.048	494.01	00:12:24.516	0.664
110559.687	1105	59.687	2.777353605	48.87205061	5	2727	1.580	1.622	6.030	495.59	00:12:25.490	0.665
110600.677	1106	00.677	2.777338375	48.87205963	5	2727	1.500	1.515	5.994	497.09	00:12:26.480	0.666
110601.683	1106	01.683	2.7773233	48.87206774	5	2727	1.426	1.417	5.966	498.516	00:12:27.486	0.667
110602.703	1106	02.703	2.777307526	48.87207452	5	2727	1.380	1.353	5.894	499.896	00:12:28.506	0.668
110603.677	1106	03.677	2.777290924	48.87207955	5	2727	1.339	1.375	5.756	501.235	00:12:29.480	0.669
110604.683	1106	04.683	2.777273955	48.8720829	5	2727	1.298	1.290	5.554	502.533	00:12:30.486	0.670
110605.860	1106	05.860	2.777256283	48.87208399	5	2727	1.300	1.105	5.049	503.833	00:12:31.663	0.670
110606.697	1106	06.697	2.777238355	48.87208286	5	2727	1.319	1.576	4.369	505.152	00:12:32.500	0.671
110607.687	1106	07.687	2.777219864	48.8720817	5	2727	1.361	1.375	4.371	506.513	00:12:33.490	0.672
110608.707	1106	08.707	2.77720172	48.87208206	5	2727	1.330	1.304	4.824	507.843	00:12:34.510	0.673
110609.687	1106	09.687	2.777184328	48.87208221	5	2727	1.274	1.300	4.761	509.117	00:12:35.490	0.674
110610.707	1106	10.707	2.777166253	48.8720825	5	2727	1.325	1.299	4.803	510.442	00:12:36.510	0.675
110611.707	1106	11.707	2.777148425	48.87208352	5	2727	1.311	1.311	5.026	511.753	00:12:37.510	0.676
110612.680	1106	12.680	2.777130764	48.87208511	5	2727	1.306	1.342	5.184	513.059	00:12:38.483	0.676
110613.680	1106	13.680	2.777114099	48.87208719	5	2727	1.243	1.243	5.328	514.302	00:12:39.483	0.677
110614.690	1106	14.690	2.777098293	48.87208922	5	2727	1.180	1.168	5.341	515.482	00:12:40.493	0.678
110615.683	1106	15.683	2.777082233	48.87209157	5	2727	1.205	1.213	5.405	516.687	00:12:41.486	0.679
110616.677	1106	16.677	2.777066162	48.87209438	5	2727	1.218	1.225	5.493	517.905	00:12:42.480	0.679
110617.700	1106	17.700	2.777050925	48.87209654	10	2727	1.142	1.116	5.389	519.047	00:12:43.503	0.680
110618.683	1106	18.683	2.777035663	48.87209941	10	2727	1.163	1.183	5.529	520.21	00:12:44.486	0.680
110619.677	1106	19.677	2.777020288	48.8721035	10	2727	1.215	1.222	5.697	521.425	00:12:45.480	0.681
110620.690	1106	20.690	2.77700432	48.87210864	10	2727	1.302	1.285	5.782	522.727	00:12:46.493	0.682
110621.693	1106	21.693	2.77698846	48.87211541	10	2727	1.385	1.381	5.891	524.112	00:12:47.496	0.683
110622.687	1106	22.687	2.776972605	48.87212186	10	2727	1.365	1.373	5.874	525.477	00:12:48.490	0.684
110623.690	1106	23.690	2.776956424	48.87212844	10	2727	1.393	1.389	5.874	526.87	00:12:49.493	0.685
110624.677	1106	24.677	2.776940379	48.87213518	5	2727	1.394	1.412	5.885	528.264	00:12:50.480	0.686
110625.680	1106	25.680	2.776924635	48.87214089	5	2727	1.317	1.313	5.830	529.581	00:12:51.483	0.686
110626.697	1106	26.697	2.776909516	48.8721462	5	2727	1.255	1.234	5.817	530.836	00:12:52.500	0.687
110627.660	1106	27.660	2.776894789	48.87215083	5	2727	1.195	1.241	5.771	532.031	00:12:53.463	0.688
110628.677	1106	28.677	2.776879866	48.87215409	5	2727	1.152	1.133	5.603	533.183	00:12:54.480	0.688
110629.697	1106	29.697	2.776864794	48.87215591	5	2727	1.123	1.101	5.312	534.306	00:12:55.500	0.689
110630.677	1106	30.677	2.77684942	48.87215616	5	2727	1.127	1.150	4.804	535.433	00:12:56.480	0.690
110631.683	1106	31.683	2.776833896	48.87215538	5	2727	1.141	1.134	4.435	536.574	00:12:57.486	0.690
110635.693	1106	35.693	2.776772315	48.87214819	5	2727	4.582	1.143	4.128	541.156	00:13:01.496	0.692
110704.840	1107	04.840	2.776522005	48.87208683	10	2727	19.566	0.671	3.766	560.722	00:13:30.643	0.692
110709.713	1107	09.713	2.776501728	48.87205192	10	2727	4.157	0.853	3.244	564.879	00:13:35.516	0.693
110714.863	1107	14.863	2.776470813	48.87201244	5	2727	4.941	0.959	3.279	569.82	00:13:40.666	0.694
110740.693	1107	40.693	2.776304248	48.87179433	5	2727	27.154	1.051	3.275	596.974	00:14:06.496	0.705
110741.677	1107	41.677	2.776293197	48.87178468	5	2727	1.344	1.366	3.341	598.318	00:14:07.480	0.706
110745.670	1107	45.670	2.77624641	48.8717536	5	2727	4.868	1.219	3.401	603.186	00:14:11.473	0.708
110749.693	1107	49.693	2.776185853	48.8717319	5	2727	5.050	1.255	3.598	608.236	00:14:15.496	0.711
110928.910	1109	28.910	2.776367405	48.8709626	15	2727	86.588	0.873	3.100	694.824	00:15:54.713	0.728
110932.710	1109	32.710	2.776527579	48.87099121	10	2727	12.158	3.199	0.776	706.982	00:15:58.513	0.738
110936.723	1109	36.723	2.776615615	48.87099514	10	2727	6.464	1.611	1.322	713.446	00:16:02.526	0.741
111638.110	1116	38.110	2.777230346	48.87109856	25	2727	46.482	0.110	0.807	759.928	00:23:03.913	0.549
111640.690	1116	40.690	2.777207918	48.8709842	25	2727	12.825	4.971	3.176	772.753	00:23:06.493	0.557
111846.983	1118	46.983	2.778115076	48.87069534	50	2727	73.817	0.584	2.639	846.57	00:25:12.786	0.560
111956.547	1119	56.547	2.777185698	48.87081462	25	2727	69.368	0.997	5.344	915.938	00:26:22.350	0.579
112039.703	1120	39.703	2.777119262	48.87020178	50	2727	68.333	1.583	3.161	984.271	00:27:05.506	0.606
112040.687	1120	40.687	2.777032327	48.87028976	50	2727	11.675	11.865	6.112	995.946	00:27:06.490	0.612
112041.707	1120	41.707	2.776886619	48.87044633	25	2727	20.425	20.025	6.122	1016.371	00:27:07.510	0.624
112113.707	1121	13.707	2.777179646	48.87059853	15	2727	27.339	0.854	0.325	1043.71	00:27:39.510	0.629
112312.900	1123	12.900	2.77732248	48.87069126	25	2727	14.692	0.123	0.263	1058.402	00:29:38.703	0.595
113550.077	1135	50.077	2.776830399	48.8699685	50	2727	88.098	0.116	3.260	1146.5	00:42:15.880	0.452
113710.450	1137	10.450	2.776287043	48.87024238	15	2727	50.125	0.624	5.950	1196.625	00:43:36.253	0.457
113716.517	1137	16.517	2.776400345	48.87030752	10	2727	11.018	1.816	0.295	1207.643	00:43:42.320	0.461
