# Position data for device 45 on 20110421
# hhmmss.sss	hhmm	ss.sss	longitude	latitude	accuracy	session_id	leg distance	leg mps	bearing	total distance	total time	average mps
110730.090	1107	30.090	2.778298845	48.87093128	200	2748	0	0	0	0	00:00:00.000	0
110731.040	1107	31.040	2.778298845	48.87093128	0	2748	0.000	0.000	0.000	0	00:00:00.950	0.000
110732.037	1107	32.037	2.778298845	48.87093128	0	2748	0.000	0.000	0.000	0	00:00:01.947	0.000
110841.220	1108	41.220	2.778338788	48.87098215	25	2748	6.370	0.092	0.137	6.37	00:01:11.130	0.090
110842.450	1108	42.450	2.778338788	48.87098215	25	2748	0.000	0.000	0.000	6.37	00:01:12.360	0.088
111035.193	1110	35.193	2.778330511	48.8708212	25	2748	17.911	0.159	3.151	24.281	00:03:05.103	0.131
111036.153	1110	36.153	2.778330511	48.8708212	0	2748	0.000	0.000	0.000	24.281	00:03:06.063	0.130
111037.120	1110	37.120	2.778330511	48.8708212	0	2748	0.000	0.000	0.000	24.281	00:03:07.030	0.130
111210.167	1112	10.167	2.77819607	48.87155903	25	2748	82.649	0.888	6.251	106.93	00:04:40.077	0.382
111323.963	1113	23.963	2.777935652	48.87083862	100	2748	82.363	1.116	3.205	189.293	00:05:53.873	0.535
111324.943	1113	24.943	2.778052214	48.87093655	100	2748	13.840	14.122	0.206	203.133	00:05:54.853	0.572
111327.953	1113	27.953	2.778192352	48.87097892	50	2748	11.297	3.753	0.526	214.43	00:05:57.863	0.599
111437.923	1114	37.923	2.778284737	48.87143626	25	2748	51.313	0.733	0.036	265.743	00:07:07.833	0.621
111440.943	1114	40.943	2.778338628	48.87142512	25	2748	4.138	1.370	2.437	269.881	00:07:10.853	0.626
111443.933	1114	43.933	2.778411147	48.87138419	15	2748	6.996	2.340	2.840	276.877	00:07:13.843	0.638
111445.937	1114	45.937	2.778461355	48.87134789	15	2748	5.462	2.726	2.903	282.339	00:07:15.847	0.648
111447.937	1114	47.937	2.778499088	48.87131704	15	2748	4.406	2.203	2.930	286.745	00:07:17.847	0.655
111505.197	1115	05.197	2.778513216	48.87121295	10	2748	11.623	0.673	3.118	298.368	00:07:35.107	0.656
111732.133	1117	32.133	2.779860252	48.87280327	100	2748	202.540	1.378	0.149	500.908	00:10:02.043	0.832
111738.127	1117	38.127	2.778827444	48.87243168	25	2748	86.214	14.383	3.598	587.122	00:10:08.037	0.966
111739.137	1117	39.137	2.778656266	48.87233016	25	2748	16.874	16.707	3.431	603.996	00:10:09.047	0.992
111740.130	1117	40.130	2.778536108	48.87227662	25	2748	10.628	10.703	3.519	614.624	00:10:10.040	1.008
111742	1117	42	2.778378889	48.87223842	15	2748	12.276	6.565	3.770	626.9	00:10:11.910	1.024
111745.327	1117	45.327	2.77809388	48.8721707	15	2748	22.197	6.672	3.781	649.097	00:10:15.237	1.055
111745.933	1117	45.933	2.778003536	48.87215171	15	2748	6.947	11.464	3.840	656.044	00:10:15.843	1.065
111746.957	1117	46.957	2.77791516	48.8721352	15	2748	6.730	6.572	3.899	662.774	00:10:16.867	1.074
111747.960	1117	47.960	2.777828897	48.87211838	15	2748	6.591	6.571	3.877	669.365	00:10:17.870	1.083
111749.010	1117	49.010	2.777746299	48.87210339	15	2748	6.277	5.978	3.913	675.642	00:10:18.920	1.092
111753.960	1117	53.960	2.777708439	48.87200745	15	2748	11.025	2.227	3.211	686.667	00:10:23.870	1.101
111821.140	1118	21.140	2.777532822	48.8721008	10	2748	16.532	0.608	5.963	703.199	00:10:51.050	1.080
111830.930	1118	30.930	2.77759972	48.87210248	10	2748	4.904	0.501	1.430	708.103	00:11:00.840	1.072
111857.113	1118	57.113	2.777752782	48.8722791	5	2748	22.619	0.864	0.152	730.722	00:11:27.023	1.064
111901.360	1119	01.360	2.77773096	48.8723144	10	2748	4.239	0.998	6.174	734.961	00:11:31.270	1.063
111904.917	1119	04.917	2.777714646	48.87235028	10	2748	4.166	1.171	6.203	739.127	00:11:34.827	1.064
111908.933	1119	08.933	2.777719385	48.87238687	10	2748	4.084	1.017	0.023	743.211	00:11:38.843	1.063
112012.760	1120	12.760	2.777839724	48.87281226	25	2748	48.126	0.754	0.050	791.337	00:12:42.670	1.038
112049.307	1120	49.307	2.77803327	48.87321715	10	2748	47.211	1.292	0.085	838.548	00:13:19.217	1.049
112056.957	1120	56.957	2.778075596	48.87324018	10	2748	4.022	0.526	0.316	842.57	00:13:26.867	1.044
112111.313	1121	11.313	2.778143365	48.87331057	10	2748	9.270	0.646	0.169	851.84	00:13:41.223	1.037
112116.937	1121	16.937	2.778177284	48.87333953	10	2748	4.068	0.723	0.205	855.908	00:13:46.847	1.035
112300.140	1123	00.140	2.778384641	48.87354724	15	2748	27.648	0.268	0.176	883.556	00:15:30.050	0.950
112303.927	1123	03.927	2.778276514	48.87349072	15	2748	10.112	2.670	3.470	893.668	00:15:33.837	0.957
112308.923	1123	08.923	2.778125783	48.8734443	10	2748	12.190	2.440	3.665	905.858	00:15:38.833	0.965
112450.187	1124	50.187	2.777933279	48.87375498	25	2748	37.320	0.369	6.173	943.178	00:17:20.097	0.907
112600.133	1126	00.133	2.778665343	48.87331948	15	2748	72.264	1.033	2.851	1015.442	00:18:30.043	0.915
112636.370	1126	36.370	2.778853541	48.87338076	15	2748	15.380	0.424	0.500	1030.822	00:19:06.280	0.899
112646.017	1126	46.017	2.778910436	48.87336039	15	2748	4.744	0.492	2.681	1035.566	00:19:15.927	0.896
112712.180	1127	12.180	2.779042075	48.87333666	15	2748	9.998	0.382	2.363	1045.564	00:19:42.090	0.885
112747.133	1127	47.133	2.779146424	48.87333045	25	2748	7.676	0.220	1.894	1053.24	00:20:17.043	0.865
112814.180	1128	14.180	2.778986503	48.87390409	25	2748	64.866	2.398	6.234	1118.106	00:20:44.090	0.899
114436.787	1144	36.787	2.778328323	48.87301457	50	2748	110.056	0.112	3.272	1228.162	00:37:06.697	0.552
114654.150	1146	54.150	2.779070764	48.87425084	100	2748	147.863	1.076	0.107	1376.025	00:39:24.060	0.582
114904.300	1149	04.300	2.777544786	48.87361128	25	2748	132.500	1.018	3.543	1508.525	00:41:34.210	0.605
115635.433	1156	35.433	2.779834732	48.87377741	200	2748	168.770	0.374	1.185	1677.295	00:49:05.343	0.569
120114.613	1201	14.613	2.779382037	48.87289662	25	2748	103.421	0.370	3.232	1780.716	00:53:44.523	0.552
120317.237	1203	17.237	2.778583679	48.87313888	25	2748	64.394	0.525	5.754	1845.11	00:55:47.147	0.551
120521.200	1205	21.200	2.779683892	48.87290385	25	2748	84.733	0.684	2.449	1929.843	00:57:51.110	0.556
120522.180	1205	22.180	2.779627032	48.87293909	25	2748	5.719	5.836	6.004	1935.562	00:57:52.090	0.557
120523.173	1205	23.173	2.779556458	48.87297121	15	2748	6.284	6.328	5.912	1941.846	00:57:53.083	0.559
120524.010	1205	24.010	2.779495048	48.87298579	15	2748	4.782	5.713	5.641	1946.628	00:57:53.920	0.560
120525	1205	25	2.779418714	48.87301926	15	2748	6.718	6.786	5.899	1953.346	00:57:54.910	0.562
120525.993	1205	25.993	2.779348626	48.8730479	15	2748	6.042	6.085	5.873	1959.388	00:57:55.903	0.564
120527.003	1205	27.003	2.77927886	48.87307338	15	2748	5.844	5.786	5.831	1965.232	00:57:56.913	0.565
120528	1205	28	2.779207172	48.87309596	15	2748	5.821	5.839	5.770	1971.053	00:57:57.910	0.567
120529	1205	29	2.779134779	48.87311685	15	2748	5.790	5.790	5.732	1976.843	00:57:58.910	0.568
120529.987	1205	29.987	2.779065361	48.87313421	15	2748	5.440	5.512	5.666	1982.283	00:57:59.897	0.570
