# Position data for device 39 on 20110429
# hhmmss.sss	hhmm	ss.sss	longitude	latitude	accuracy	session_id	leg distance	leg mps	bearing	total distance	total time	average mps
113653.380	1136	53.380	2.78068219	48.8681085	25	5739	0	0	0	0	00:00:00.000	0
113725.550	1137	25.550	2.780676899	48.868099	25	5739	1.125	0.035	3.237	1.125	00:00:32.170	0.035
114232.137	1142	32.137	2.774493233	48.86710595	100	5739	466.322	1.521	3.958	467.447	00:05:38.757	1.380
114441.400	1144	41.400	2.776073861	48.86750608	100	5739	124.063	0.960	0.597	591.51	00:07:48.020	1.264
114707.540	1147	07.540	2.78054539	48.86351651	200	5739	551.561	3.774	2.955	1143.071	00:10:14.160	1.861
114911.707	1149	11.707	2.778726399	48.86677136	25	5739	385.754	3.107	6.188	1528.825	00:12:18.327	2.071
114912.690	1149	12.690	2.778726399	48.86677136	25	5739	0.000	0.000	0.000	1528.825	00:12:19.310	2.068
114947.627	1149	47.627	2.779702979	48.86681664	10	5739	71.728	2.053	1.307	1600.553	00:12:54.247	2.067
114948.537	1149	48.537	2.779723258	48.86681539	10	5739	1.492	1.640	1.916	1602.045	00:12:55.157	2.067
114951.447	1149	51.447	2.779777947	48.86681045	10	5739	4.044	1.390	2.056	1606.089	00:12:58.067	2.064
114955.357	1149	55.357	2.779826217	48.8667853	15	5739	4.509	1.153	2.824	1610.598	00:13:01.977	2.060
115134.877	1151	34.877	2.779918444	48.86566742	25	5739	124.512	1.251	3.128	1735.11	00:14:41.497	1.968
115135.840	1151	35.840	2.780050885	48.86563064	15	5739	10.531	10.936	2.592	1745.641	00:14:42.460	1.978
115620.653	1156	20.653	2.780096598	48.86543278	100	5739	22.259	0.078	3.102	1767.9	00:19:27.273	1.515
115807.840	1158	07.840	2.779850597	48.86539496	25	5739	18.509	0.173	3.977	1786.409	00:21:14.460	1.402
115957.890	1159	57.890	2.779149103	48.86573676	25	5739	63.928	0.581	5.947	1850.337	00:23:04.510	1.336
115959.813	1159	59.813	2.779238895	48.86565647	25	5739	11.092	5.768	2.954	1861.429	00:23:06.433	1.343
120002.813	1200	02.813	2.779344253	48.86557419	15	5739	11.972	3.991	2.927	1873.401	00:23:09.433	1.348
120142.060	1201	42.060	2.779439813	48.86532937	25	5739	28.114	0.283	3.075	1901.515	00:24:48.680	1.277
120335.390	1203	35.390	2.779535497	48.8653138	10	5739	7.221	0.064	2.335	1908.736	00:26:42.010	1.191
120512.670	1205	12.670	2.77947337	48.86523847	15	5739	9.535	0.098	3.281	1918.271	00:28:19.290	1.129
120622.213	1206	22.213	2.779646796	48.865233	15	5739	12.721	0.183	1.755	1930.992	00:29:28.833	1.092
120627.360	1206	27.360	2.779622376	48.86533877	10	5739	11.899	2.312	6.244	1942.891	00:29:33.980	1.095
120658.363	1206	58.363	2.779579776	48.8654411	10	5739	11.801	0.381	6.213	1954.692	00:30:04.983	1.083
120708.437	1207	08.437	2.779582359	48.86540485	10	5739	4.036	0.401	3.129	1958.728	00:30:15.057	1.079
120734.367	1207	34.367	2.779485876	48.86531151	10	5739	12.560	0.484	3.315	1971.288	00:30:40.987	1.071
120818.347	1208	18.347	2.779520273	48.86528236	10	5739	4.106	0.093	2.944	1975.394	00:31:24.967	1.048
120843.377	1208	43.377	2.779451156	48.86528348	10	5739	5.066	0.202	4.807	1980.46	00:31:49.997	1.037
120907.380	1209	07.380	2.779421018	48.86533091	10	5739	5.719	0.238	6.176	1986.179	00:32:14.000	1.027
120943.417	1209	43.417	2.779476236	48.86534128	10	5739	4.207	0.117	0.735	1990.386	00:32:50.037	1.010
121022.443	1210	22.443	2.779510288	48.86531704	5	5739	3.673	0.094	2.907	1994.059	00:33:29.063	0.993
121053.403	1210	53.403	2.779654647	48.86535097	10	5739	11.230	0.363	0.626	2005.289	00:34:00.023	0.983
121130.380	1211	30.380	2.779499511	48.865361	5	5739	11.421	0.309	5.076	2016.71	00:34:37.000	0.971
121206.457	1212	06.457	2.779438024	48.8653925	5	5739	5.707	0.158	5.963	2022.417	00:35:13.077	0.957
121209.397	1212	09.397	2.779450359	48.86539165	10	5739	0.909	0.309	1.956	2023.326	00:35:16.017	0.956
121216.433	1212	16.433	2.77949742	48.865364	10	5739	4.620	0.657	2.860	2027.946	00:35:23.053	0.955
121356.637	1213	56.637	2.779340389	48.86544909	15	5739	14.898	0.149	5.979	2042.844	00:37:03.257	0.919
121452.547	1214	52.547	2.779198184	48.86551121	25	5739	12.502	0.224	5.912	2055.346	00:37:59.167	0.902
121502.380	1215	02.380	2.779358301	48.86547063	15	5739	12.570	1.278	2.551	2067.916	00:38:09.000	0.903
121528.387	1215	28.387	2.779472523	48.86545792	10	5739	8.488	0.326	2.150	2076.404	00:38:35.007	0.897
121534.400	1215	34.400	2.779439231	48.86542466	5	5739	4.431	0.737	3.310	2080.835	00:38:41.020	0.897
121604.383	1216	04.383	2.779480077	48.86534194	10	5739	9.675	0.323	3.058	2090.51	00:39:11.003	0.889
121614.460	1216	14.460	2.779470532	48.8653485	10	5739	1.011	0.100	6.041	2091.521	00:39:21.080	0.886
121800.620	1218	00.620	2.779578629	48.86532762	25	5739	8.254	0.078	2.420	2099.775	00:41:07.240	0.851
121801.577	1218	01.577	2.779405469	48.86534366	15	5739	12.812	13.388	5.212	2112.587	00:41:08.197	0.856
121810.397	1218	10.397	2.77942941	48.86543737	10	5739	10.569	1.198	0.043	2123.156	00:41:17.017	0.857
121946.537	1219	46.537	2.779105658	48.865441	15	5739	23.725	0.247	4.778	2146.881	00:42:53.157	0.834
122134.730	1221	34.730	2.779518263	48.86592574	25	5739	61.810	0.571	0.144	2208.691	00:44:41.350	0.824
122136.583	1221	36.583	2.7794705	48.86583616	15	5739	10.560	5.699	3.232	2219.251	00:44:43.203	0.827
122144.587	1221	44.587	2.7794705	48.86587252	15	5739	4.044	0.505	0.000	2223.295	00:44:51.207	0.826
122210.400	1222	10.400	2.779299019	48.86605105	5	5739	23.497	0.910	6.121	2246.792	00:45:17.020	0.827
122246.387	1222	46.387	2.77927246	48.86599076	10	5739	6.982	0.194	3.217	2253.774	00:45:53.007	0.819
122249.467	1222	49.467	2.779274264	48.86598684	10	5739	0.456	0.148	3.063	2254.23	00:45:56.087	0.818
122446.770	1224	46.770	2.780221887	48.86582864	25	5739	71.626	0.611	2.346	2325.856	00:47:53.390	0.809
122455.747	1224	55.747	2.780074552	48.86585905	25	5739	11.312	1.260	5.593	2337.168	00:48:02.367	0.811
122657.097	1226	57.097	2.780461516	48.86541632	50	5739	56.819	0.468	2.994	2393.987	00:50:03.717	0.797
124617.990	1246	17.990	2.778899343	48.86517874	25	5739	117.470	0.101	3.981	2511.457	01:09:24.610	0.603
124618.977	1246	18.977	2.779109333	48.86517249	15	5739	15.402	15.605	1.745	2526.859	01:09:25.597	0.607
124620.977	1246	20.977	2.779001496	48.86524277	15	5739	11.114	5.557	6.028	2537.973	01:09:27.597	0.609
124625.547	1246	25.547	2.778923074	48.86534781	10	5739	13.019	2.849	6.157	2550.992	01:09:32.167	0.611
124628.533	1246	28.533	2.778947633	48.86545803	10	5739	12.390	4.149	0.038	2563.382	01:09:35.153	0.614
124803.490	1248	03.490	2.779192195	48.86593218	15	5739	55.695	0.587	0.088	2619.077	01:11:10.110	0.613
124812.463	1248	12.463	2.779306976	48.86599053	10	5739	10.623	1.184	0.324	2629.7	01:11:19.083	0.615
124947.500	1249	47.500	2.779078702	48.86664225	15	5739	74.388	0.783	6.223	2704.088	01:12:54.120	0.618
124956.277	1249	56.277	2.779139641	48.86672125	10	5739	9.856	1.123	0.131	2713.944	01:13:02.897	0.619
130647.963	1306	47.963	2.779036843	48.86784593	25	5739	125.312	0.124	6.267	2839.256	01:29:54.583	0.526
130856.147	1308	56.147	2.779098744	48.8680436	25	5739	22.447	0.175	0.054	2861.703	01:32:02.767	0.518
131105.340	1311	05.340	2.779431689	48.86718549	25	5739	98.506	0.762	3.075	2960.209	01:34:11.960	0.524
131314.657	1313	14.657	2.777423579	48.86865398	50	5739	219.819	1.700	6.051	3180.028	01:36:21.277	0.550
132314.803	1323	14.803	2.778443265	48.86704574	100	5739	193.841	0.323	3.033	3373.869	01:46:21.423	0.529
132316.793	1323	16.793	2.77892191	48.86722677	15	5739	40.438	20.321	0.426	3414.307	01:46:23.413	0.535
132318.787	1323	18.787	2.779092588	48.86736852	15	5739	20.123	10.092	0.204	3434.43	01:46:25.407	0.538
132321.323	1323	21.323	2.779249182	48.86745844	15	5739	15.220	6.002	0.291	3449.65	01:46:27.943	0.540
132323.327	1323	23.327	2.779368768	48.86751378	15	5739	10.707	5.343	0.356	3460.357	01:46:29.947	0.542
132500.533	1325	00.533	2.778837061	48.86677207	15	5739	91.228	0.939	3.264	3551.585	01:48:07.153	0.547
132647.543	1326	47.543	2.778693731	48.8667586	15	5739	10.608	0.099	4.210	3562.193	01:49:54.163	0.540
132833.553	1328	33.553	2.77969496	48.86594457	15	5739	116.525	1.099	2.935	3678.718	01:51:40.173	0.549
133027.723	1330	27.723	2.778827383	48.86576872	15	5739	66.507	0.583	3.840	3745.225	01:53:34.343	0.550
133219.577	1332	19.577	2.779420759	48.86615066	15	5739	60.783	0.543	0.259	3806.008	01:55:26.197	0.550
133228.353	1332	28.353	2.779245395	48.86612052	15	5739	13.279	1.513	3.923	3819.287	01:55:34.973	0.551
133405.523	1334	05.523	2.77979056	48.8662096	15	5739	41.154	0.424	0.807	3860.441	01:57:12.143	0.549
133551.637	1335	51.637	2.778547875	48.86662673	25	5739	102.187	0.963	5.812	3962.628	01:58:58.257	0.555
133738.517	1337	38.517	2.778717865	48.86677889	15	5739	21.012	0.197	0.189	3983.64	02:00:45.137	0.550
133925.570	1339	25.570	2.778656273	48.86678782	15	5739	4.621	0.043	5.415	3988.261	02:02:32.190	0.542
134111.570	1341	11.570	2.779457013	48.86678186	15	5739	58.672	0.554	1.615	4046.933	02:04:18.190	0.543
134120.407	1341	20.407	2.779321231	48.86681558	10	5739	10.632	1.203	5.679	4057.565	02:04:27.027	0.543
134256.577	1342	56.577	2.779345618	48.86719192	15	5739	41.894	0.436	0.011	4099.459	02:06:03.197	0.542
134443.763	1344	43.763	2.779662776	48.86705339	25	5739	27.881	0.260	2.767	4127.34	02:07:50.383	0.538
134447.730	1344	47.730	2.779554929	48.86699474	10	5739	10.246	2.583	3.447	4137.586	02:07:54.350	0.539
134628.803	1346	28.803	2.779619493	48.86698543	25	5739	4.842	0.048	2.270	4142.428	02:09:35.423	0.533
134812.553	1348	12.553	2.779543597	48.86726254	25	5739	31.317	0.302	6.236	4173.745	02:11:19.173	0.530
134816.587	1348	16.587	2.779549898	48.86717021	10	5739	10.279	2.548	3.130	4184.024	02:11:23.207	0.531
134957.613	1349	57.613	2.779739257	48.867258	25	5739	16.965	0.168	0.355	4200.989	02:13:04.233	0.526
134958.567	1349	58.567	2.779579504	48.86725288	25	5739	11.718	12.283	4.528	4212.707	02:13:05.187	0.528
135002.553	1350	02.553	2.779485779	48.86718367	15	5739	10.315	2.588	3.370	4223.022	02:13:09.173	0.529
135143.633	1351	43.633	2.77953825	48.86730022	25	5739	13.521	0.134	0.077	4236.543	02:14:50.253	0.524
135146.607	1351	46.607	2.779554637	48.86717973	15	5739	13.454	4.524	3.118	4249.997	02:14:53.227	0.525
135153.380	1351	53.380	2.779586762	48.8670855	10	5739	10.741	1.586	3.083	4260.738	02:15:00.000	0.526
135330.603	1353	30.603	2.779445195	48.86704627	25	5739	11.253	0.116	3.696	4271.991	02:16:37.223	0.521
135522.557	1355	22.557	2.77905858	48.86714211	15	5739	30.265	0.270	5.678	4302.256	02:18:29.177	0.518
135528.370	1355	28.370	2.778988867	48.86705087	15	5739	11.361	1.954	3.272	4313.617	02:18:34.990	0.519
135713.537	1357	13.537	2.779603026	48.86671886	25	5739	58.209	0.553	2.835	4371.826	02:20:20.157	0.519
135714.550	1357	14.550	2.779571302	48.86682055	15	5739	11.546	11.398	6.230	4383.372	02:20:21.170	0.521
135716.527	1357	16.527	2.779528135	48.86699284	15	5739	19.421	9.823	6.240	4402.793	02:20:23.147	0.523
135720.543	1357	20.543	2.779518199	48.86709001	10	5739	10.832	2.697	6.266	4413.625	02:20:27.163	0.524
135902.810	1359	02.810	2.779383014	48.86702476	25	5739	12.279	0.120	3.483	4425.904	02:22:09.430	0.519
140051.593	1400	51.593	2.779246079	48.86725533	25	5739	27.536	0.253	6.182	4453.44	02:23:58.213	0.516
140053.587	1400	53.587	2.779064908	48.86729746	15	5739	14.077	7.060	5.647	4467.517	02:24:00.207	0.517
140057.397	1400	57.397	2.778884982	48.86734762	10	5739	14.314	3.757	5.731	4481.831	02:24:04.017	0.518
140100.380	1401	00.380	2.778720202	48.86738445	10	5739	12.749	4.274	5.628	4494.58	02:24:07.000	0.520
140237.623	1402	37.623	2.77815162	48.86809017	25	5739	88.859	0.914	6.145	4583.439	02:25:44.243	0.524
140240.657	1402	40.657	2.778246684	48.86802378	10	5739	10.150	3.345	2.899	4593.589	02:25:47.277	0.525
140423.627	1404	23.627	2.77875103	48.86779732	25	5739	44.719	0.434	2.775	4638.308	02:27:30.247	0.524
140616.547	1406	16.547	2.77912966	48.8680156	15	5739	36.863	0.326	0.291	4675.171	02:29:23.167	0.522
140622.407	1406	22.407	2.779001275	48.86806088	15	5739	10.669	1.821	5.828	4685.84	02:29:29.027	0.522
140804.700	1408	04.700	2.778488411	48.86753058	25	5739	69.932	0.684	3.306	4755.772	02:31:11.320	0.524
140811.560	1408	11.560	2.778585018	48.86745826	10	5739	10.714	1.562	2.916	4766.486	02:31:18.180	0.525
140950.687	1409	50.687	2.778538443	48.86677599	15	5739	75.958	0.766	3.153	4842.444	02:32:57.307	0.528
141135.757	1411	35.757	2.778260041	48.86696089	25	5739	28.965	0.276	6.031	4871.409	02:34:42.377	0.525
141136.733	1411	36.733	2.778428089	48.86701832	15	5739	13.871	14.212	0.465	4885.28	02:34:43.353	0.526
141139.753	1411	39.753	2.778542613	48.86694381	10	5739	11.793	3.905	2.884	4897.073	02:34:46.373	0.527
141320.597	1413	20.597	2.778600149	48.86682412	25	5739	13.963	0.138	3.059	4911.036	02:36:27.217	0.523
141325.573	1413	25.573	2.77873935	48.86684293	15	5739	10.411	2.092	0.903	4921.447	02:36:32.193	0.524
141505.857	1415	05.857	2.778749488	48.86677694	15	5739	7.377	0.074	3.115	4928.824	02:38:12.477	0.519
141510.790	1415	10.790	2.778881622	48.86677991	5	5739	9.687	1.964	1.440	4938.511	02:38:17.410	0.520
141656.580	1416	56.580	2.778801308	48.86689949	25	5739	14.543	0.137	6.169	4953.054	02:40:03.200	0.516
141841.933	1418	41.933	2.778581703	48.86669362	15	5739	27.985	0.266	3.322	4981.039	02:41:48.553	0.513
141844.930	1418	44.930	2.778733936	48.86676944	15	5739	13.983	4.666	0.331	4995.022	02:41:51.550	0.514
