Date,Time,Device Number,Hotel Guest?,AP?,On Property?,Which resort?,Meal Plan?,# Trips,Within past 5 years,Country of Residence,People in group,Relationship,Person 1 gender,person 1 age,person 2 gender,person 2 age,person 3 gender,person 3 age,person 4 gender,person 4 age,person 5 gender,person 5 age,Thrill Rides,Non-Thrill Rides,Indoor Shows,Parades and Fireworks,Meeting Characters,Overall Atmosphere,Plan for the day?,Dining reservations?,Must See attractions?,List,"Wait for ""must see""",Wait for others,
4/22/2011,11:12:00,162,,N,Y,Denmark,N,1,,Denmark,4,Family,F,43,F,13,F,9,M,50,,,Thrill rides,,,,Meeting characters,Overall atmosphere,Not really,N,N,,30,20,
4/22/2011,11:30:00,164,,Y,N,,N,5+,Y,France,4,Family,F,28,M,30,F,4,M,2,,,Thrill rides,,Indoor shows,,,,Somewhat,N,,,,,
4/22/2011,11:22:00,165,,Y,N,,N,5+,Y,France,3,Family,F,,M,,F,,,,,,Thrill rides,,,,,Overall atmosphere,Not really,N,,,,,
4/22/2011,10:35:00,166,,N,N,,N,'2-4,Y,France,5,Family,F,35,F,27,F,10,F,8,M,32,Thrill rides,,,,,,Somewhat,N,,,,,
4/22/2011,10:15:00,167,,N,N,,N,'2-4,Y,France,4,Friends,F,24,M,29,M,29,,,,,Thrill rides,,,,,Overall atmosphere,Definitely,N,Y,Tau et crush uster?,30,30,
4/22/2011,11:16:00,168,,N,Y,Disneyland Hotel,N,1,N,Sweden,5,Family,M,36,F,22,M,17,M,12,M,32,Thrill rides,,,,,Overall atmosphere,None,N,,,,,
4/22/2011,11:36:00,169,,N,Y,Disneyland Hotel,Y,'2-4,,France,4,Family,F,32,M,38,F,5,M,3,,,Thrill rides,,,Parades and fireworks,Meeting characters,,Not really,Y,N,,,45,
4/22/2011,11:45:00,170,,N,Y,Cheyenne,N,1,,Spain,4,Family,M,,F,,M,,M,,,,Thrill rides,Non-thrill rides,,,Meeting characters,,,N,N,,60,15,
4/22/2011,10:54:00,171,,Y,N,,,5+,,France,5,Family,F,29,M,46,F,19,F,12,F,3,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/22/2011,11:30:00,173,,Y,N,,,'2-4,Y,Belgium,5,Friends,F,36,M,7,M,6,M,9,,,,Non-thrill rides,,,,,None,N,Y,Grand Coaster,80,60,
4/22/2011,11:18:00,174,,N,Y,Cheyenne,Y,5+,Y,Belgium,4,Family,M,37,F,36,F,7,M,30,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,Y,Y,"Cars, Big Thunder Mountain",25,15,
4/22/2011,10:50:00,175,,N,N,,N,'2-4,N,France,5,Family,F,36,M,37,M,15,M,12,M,,Thrill rides,,,Parades and fireworks,Meeting characters,,None,N,Y,Space Mountain,10,10,
4/22/2011,11:45:00,176,,N,Y,Cheyenne,N,1,,Spain,4,Family,M,,F,,M,,M,,,,Thrill rides,Non-thrill rides,,,Meeting characters,,Definitely,N,N,,60,15,
4/22/2011,11:05:00,176,,Y,N,,N,5+,Y,France,4,Family,M,36,F,32,M,6,M,4,,,Thrill rides,,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/22/2011,11:30:00,177,,N,N,,N,5+,Y,France,3,Family,M,32,F,31,M,5,,,,,Thrill rides,Non-thrill rides,,,Meeting characters,,None,N,,,,,
4/22/2011,10:00:00,178,,Y,Y,Hotel New York,Y,'2-4,Y,Spain,3,Family,M,30,F,25,F,3,,,,,,,,,,Overall atmosphere,None,Y,Y,,40,40,
4/22/2011,10:49:00,179,,Y,N,,N,5+,Y,France,2,Family,F,2,F,27,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,Y,"Peter Pan, Snow White",30,30,
4/22/2011,11:00:00,180,,N,N,,,5+,Y,France,7,Friends,F,37,M,,,,F,,M,,,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,Y,Y,Rockin' Rollercoaster,20,20,
4/22/2011,10:30:00,181,,N,N,,N,'2-4,Y,France,4,Family,M,41,F,39,M,9,M,5,,,Thrill rides,Non-thrill rides,,,Meeting characters,Overall atmosphere,None,N,,,,,
4/22/2011,10:15:00,182,,N,N,,N,5+,Y,France,4,Friends,M,29,F,37,M,30,F,26,,,Thrill rides,Non-thrill rides,,,,Overall atmosphere,None,N,,,,,
4/22/2011,10:49:00,183,,Y,N,,N,5+,Y,France,6,Family,F,32,M,43,F,40,M,36,,,,Non-thrill rides,,,,Overall atmosphere,Not really,N,N,,,10,
4/22/2011,11:30:00,184,,N,Y,,N,'2-4,Y,France,5,Family,M,36,F,37,F,27,F,10,F,9,Thrill rides,,Indoor shows,Parades and fireworks,,Overall atmosphere,Not really,N,,,15,30,
4/22/2011,10:00:00,185,,N,Y,Sequoia Lodge,Y,1,,Spain,4,Family,F,45,M,44,F,9,M,9,,,Thrill rides,Non-thrill rides,,Parades and fireworks,,,Somewhat,N,Y,Rock 'n Rollercoaster,20,20,
4/22/2011,10:45:00,186,,N,Y,Cheyenne,Y,5+,Y,Belgium,4,Family,M,37,F,34,M,14,M,5,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/22/2011,11:30:00,187,,Y,N,,,5+,Y,France,5,Family,F,37,F,16,F,14,F,9,F,5,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,Not really,N,,,,,
4/22/2011,10:24:00,188,,N,N,,N,5+,Y,France,4,Family,F,42,M,14,M,8,F,9,,,,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,Somewhat,N,N,,,30,
4/22/2011,10:55:00,189,,N,N,,N,'2-4,Y,France,2,Couple,M,28,F,26,,,,,,,Thrill rides,,,,,Overall atmosphere,None,N,,,,,
4/22/2011,10:30:00,192,,N,Y,Sequoia Lodge,N,1,,UK,3,Family,F,30,M,12,F,10,,,,,Thrill rides,,,,,Overall atmosphere,Not really,Y,Y,Tower of Terror,30,30,
4/22/2011,10:58:00,193,,Y,N,,N,5+,Y,France,7,Friends,M,44,M,31,M,5,M,5,F,33,,,,,,,,,,,,,
4/22/2011,10:30:00,194,,N,N,,,'2-4,Y,France,4,Family,M,53,F,44,F,9,M,9,,,Thrill rides,,,,,Overall atmosphere,Not really,N,Y,"Tower of Terror, Buzz Lightyear, something else",45,15,
4/22/2011,11:42:00,195,,Y,Y,Davy Crockett Ranch,Y,5+,Y,France,4,Family,F,35,M,39,M,10,M,5,,,Thrill rides,,Indoor shows,,Meeting characters,Overall atmosphere,Somewhat,N,Y,Nemo,5,20,
4/22/2011,10:15:00,196,,N,Y,Santa Fe,N,1,,France,2,Friends,F,28,F,27,,,,,,,Thrill rides,,,,Meeting characters,Overall atmosphere,Somewhat,N,,,,,
4/22/2011,11:15:00,196,,N,Y,Davy Crockett Ranch,Y,'2-4,Y,Belgium,6,Family,F,42,M,43,F,12,F,12,M,,Thrill rides,,,,,,Not really,Y,Y,Nemo,30,30,
4/22/2011,11:40:00,197,,N,Y,Sequoia Lodge,Y,1,N,,4,Family,M,39,F,38,,,,,,,,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,N,,10,10,
4/22/2011,11:15:00,198,,Y,N,,N,'2-4,Y,France,2,Couple,F,26,M,26,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,Y,Crush,30,30,
4/22/2011,10:56:00,200,,N,Y,Santa Fe,N,'2-4,Y,France,4,Family,M,38,F,37,M,8,F,5,,,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,,Somewhat,N,Y,Big Thunder,30,30,
4/22/2011,10:10:00,201,,N,N,,,1,,,4,Family,F,38,M,34,M,12,M,12,,,Thrill rides,,Indoor shows,,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/22/2011,10:30:00,205,,N,N,,N,1,N,Italy,4,Family,M,,,,,,,,,,,,,,,,Not really,Y,Y,,,,
4/22/2011,10:07:00,206,,N,N,,N,,N,UK,6,Family,F,,F,,M,,M,,F,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,,Somewhat,N,N,,,,
4/22/2011,10:30:00,207,,Y,N,,N,5+,Y,France,6,Family,F,50,M,67,F,30,M,29,F,7,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Definitely,N,,,,,
4/22/2011,9:50:00,208,,N,N,,,1,N,UK,4,Family,F,,F,,F,,F,,,,Thrill rides,,,Parades and fireworks,,,Not really,N,N,,15,10,
4/22/2011,10:30:00,212,,N,Y,Santa Fe,Y,,,France,4,Family,F,60,F,40,F,33,M,36,,,Thrill rides,Non-thrill rides,,,,,None,Y,N,,,30,
4/22/2011,9:45:00,213,,N,N,,N,5+,Y,France,5,Family,M,35,F,36,F,37,F,16,M,8,Thrill rides,,Indoor shows,,,,Somewhat,N,,,,,
4/22/2011,10:10:00,215,,N,Y,Santa Fe,N,'2-4,N,,5,Family,F,35,M,39,M,9,M,4,M,16,,Non-thrill rides,,,,Overall atmosphere,Definitely,N,,,,,
4/22/2011,10:20:00,216,,N,N,,,1,,Italy,6,Family,M,,F,,F,,M,,M,3,,,,,,Overall atmosphere,Not really,N,,,,,
4/22/2011,10:10:00,217,,N,N,,N,'2-4,N,France,3,Family,M,18,F,14,F,11,,,,,,Non-thrill rides,,Parades and fireworks,,,None,N,,,,,
4/22/2011,10:25:00,218,,Y,Y,Santa Fe,,1,,France,5,Family,F,42,F,37,F,40,F,15,,,Thrill rides,,,,Meeting characters,,Not really,N,,,,,
4/22/2011,,219,,N,Y,Santa Fe,Y,'2-4,Y,France,2,Couple,M,43,F,47,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,Y,Y,Sensations fortes,35,20,
4/22/2011,10:00:00,219,,N,N,,,1,N,Turkey,2,Couple,M,30,F,27,,,,,,,,,Indoor shows,,,,Not really,N,,,,,
4/22/2011,10:00:00,221,,N,Y,Davy Crockett Ranch,N,'2-4,N,?,5,Family,M,45,F,39,F,15,M,15,F,5,,,,,,,,,,,,,
4/22/2011,10:25:00,222,,N,N,,,'2-4,N,France,5,Family,M,44,F,45,M,16,M,15,M,13,Thrill rides,,,,,,Not really,N,Y,,15,15,
4/22/2011,10:25:00,224,,N,N,,N,1,Y,Spain,2,Friends,F,36,F,32,,,,,,,Thrill rides,,,,,Overall atmosphere,None,N,,,,,
4/22/2011,10:20:00,226,,N,N,,N,'2-4,N,France,5,Family,F,,M,,F,12,F,8,F,3,Thrill rides,Non-thrill rides,,,Meeting characters,Overall atmosphere,None,N,,,,,
4/22/2011,10:30:00,228,,N,N,,N,1,N,Spain,2,Family,,,,,,,,,,,,,,,,,,,,,,,
4/22/2011,10:35:00,229,,N,N,Chetlen?,N,1,,Spain,5,Family,M,,F,,M,,F,,M,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,Y,Y,La Cabalgate,20,5,
4/22/2011,11:00:00,230,,N,N,,N,1,,Sweden,4,Family,F,40,M,45,F,6,M,9,,,Thrill rides,,,,,,Not really,N,N,,20,5,
4/22/2011,10:20:00,232,,N,N,,N,5+,Y,France,2,Couple,F,18,F,22,,,,,,,Thrill rides,,,,Meeting characters,Overall atmosphere,Somewhat,N,Y,Toutes?,30,30,
4/22/2011,11:00:00,234,,Y,N,,,5+,Y,France,2,Family,F,43,M,7,,,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and firework,,Overall atmosphere,Not really,N,Y,Peter Pan,30,30,
4/22/2011,10:33:00,235,,N,N,,N,1,N,Spain,4,Family,M,46,F,41,F,11,M,6,,,Thrill rides,,,Parades and firework,Meeting characters,Overall atmosphere,None,N,N,,,,
4/22/2011,10:16:00,236,,N,N,,N,1,,UK,9,Family,F,35,F,11,F,8,M,35,M,62,Thrill rides,,,,,,Not really,N,N,,45,20,
4/22/2011,10:07:00,237,,Y,N,,N,'2-4,Y,France,1,Family,M,30,,,,,,,,,Thrill rides,,,,,Overall atmosphere,None,N,,,,,
4/22/2011,11:01:00,238,,N,N,,N,1,,Hungary,4,Family,F,35,M,35,F,5,M,1,,,,,,,,Overall atmosphere,Not really,N,N,,20,20,
4/22/2011,10:30:00,239,,N,Y,Cheyenne,N,1,Y,,4,Family,M,,F,,M,,M,,,,Thrill rides,Non-thrill rides,,,,,None,N,,,,,
4/22/2011,10:40:00,240,,N,N,,N,5+,Y,France,2,Couple,F,23,M,30,,,,,,,Thrill rides,,,Parades and fireworks,Meeting characters,,Somewhat,N,Y,Space Mountain,15,30,
4/22/2011,10:46:00,242,,N,Y,Santa Fe,N,5+,Y,Denmark,4,Family,F,37,M,37,F,7,F,4,,,,Non-thrill rides,,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,,,,,
4/22/2011,10:25:00,243,,N,N,,,'2-4,Y,Germany,4,Friends,F,28,F,14,M,18,M,29,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,N,,10,5,
4/22/2011,10:10:00,244,,Y,N,,N,1,N,,5,Family,F,40,M,40,M,13,M,8,F,8,,,Indoor shows,Parades and fireworks,,,Not really,N,,,,,
4/22/2011,10:45:00,245,,N,Y,Sequoia Lodge,N,1,N,UK,5,Family,F,32,M,42,F,4,M,6,F,10,,Non-thrill rides,,,Meeting characters,,Somewhat,N,Y,Forest Name?,50,,
4/22/2011,11:00:00,246,,N,N,,N,1,,Sweden,4,Family,M,43,F,42,F,8,F,6,,,Thrill rides,,Indoor shows,,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/22/2011,10:15:00,247,,N,Y,Disneyland Hotel,N,1,,Netherlands,4,Family,F,43,M,47,M,12,F,5,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,Y,Y,Peter Pan,45,30,
4/22/2011,9:45:00,292?,,N,N,,Y,1,N,,4,Family,M,40,F,38,F,7,M,5,,,,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,Not really,N,N,,30,,
4/22/2011,,,,N,N,,N,1,N,France,5,Family,M,51,F,50,F,13,M,13,M,,Thrill Rides,,,,,,Somewhat,N,N,,15,15,
4/22/2011,,,,N,N,,N,1,N,France,5,Family,M,51,F,50,F,13,M,13,M,,Thrill rides,,,,,,Not really,N,N,,15,15,
4/23/2011,9:35:00,8,,N,Y,Newport Bay,Y,1,,UK,4,Family,F,39,M,39,F,4,M,3,,,,Non-thrill rides,Indoor shows,Parades and fireworks,,Overall atmosphere,Somewhat,Y,Y,"It's A Small World, Buzz Lightyear",60,60,
4/23/2011,9:55:00,11,,N,N,,,,,France,4,Family,F,50,M,48,F,15,M,12,,,Thrill rides,,Indoor shows,,,,None,Y,,,,,
4/23/2011,10:20:00,12,,,Y,Davy Crockett Ranch,N,'2-4,N,France,6,Family,F,24,F,23,M,23,M,38,F,55,,,,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,,,,,
4/23/2011,10:00:00,14,,N,N,,,5+,Y,Netherlands,4,Family,M,39,F,36,F,6,F,0,,,Thrill rides,,,,,,Somewhat,N,Y,Big Thunder Mountain,90,60,
4/23/2011,10:00:00,15,,N,Y,Sequoia Lodge,N,'2-4,Y,France,4,Family,M,34,F,28,F,5,F,1,,,,,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/23/2011,10:10:00,16,,N,Y,,Y,'2-4,Y,Belgium,6,Family,M,43,F,42,F,12,F,12,M,10,Thrill rides,,,,,,None,N,,,,,
4/23/2011,10:05:00,17,,N,N,,N,1,,France,3,Family,F,3,F,30,M,32,,,,,Thrill rides,,,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,,,,,
4/23/2011,10:20:00,19,,N,Y,,N,'2-4,N,France,4,Family,M,44,F,42,M,14,F,10,,,,,,,,Overall atmosphere,Somewhat,Y,,,,,
4/23/2011,10:05:00,20,,N,N,,,1,,Italy,4,Family,F,42,M,44,M,10,M,8,,,,,,,,Overall atmosphere,Somewhat,N,N,,,,
4/23/2011,9:30:00,22,,N,N,,N,'2-4,N,France,3,Family,F,44,F,16,M,19,M,10,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/23/2011,9:44:00,23,,N,Y,,Y,1,N,France,4,Family,M,38,F,42,F,5,,,,,,,Indoor shows,,Meeting characters,,None,Y,,,,,
4/23/2011,10:00:00,24,,N,N,,,1,,Switzerland,2,Family,F,44,F,7,,,,,,,Thrill rides,Non-thrill rides,,,Meeting characters,Overall atmosphere,None,N,,,,,
4/23/2011,9:35:00,25,,N,N,,,1,N,Spain,2,Couple,M,25,F,25,,,,,,,Thrill rides,,,,,Overall atmosphere,Not really,N,N,,30,45,
4/23/2011,10:30:00,27,,N,N,,,'2-4,,Belgium,4,Family,F,34,M,35,M,3,M,6,,,,Non-thrill rides,Indoor shows,,Meeting characters,Overall atmosphere,Somewhat,N,,,,,
4/23/2011,10:30:00,28,,N,N,,N,5+,Y,France,5,Family,F,,F,,F,,M,,M,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,,,,,
4/23/2011,,29,,Y,N,,,5+,Y,France,5,Family,F,34,M,42,M,10,M,9,F,6,Thrill rides,,,,,,None,Y,,,,,
4/23/2011,10:00:00,31,,N,N,,N,'2-4,N,Belgium,3,Family,M,36,F,33,F,7,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,,,,,
4/23/2011,10:00:00,32,,N,Y,Sequoia Lodge,Y,5+,Y,Switzerland,5,Family,M,40,F,40,F,11,F,6,M,2,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,Y,,,,,
4/23/2011,10:11:00,34,,N,N,,N,1,,Netherlands,3,Family,M,32,F,32,M,4,,,,,,Non-thrill rides,,Parades and fireworks,Meeting characters,,None,N,N,,,,
4/23/2011,10:11:00,34,,N,N,,N,1,,Netherlands,3,Family,M,32,F,31,M,4,,,,,,Non-thrill rides,,Parades and fireworks,Meeting characters,,None,N,N,,,,
4/23/2011,9:47:00,35,,N,Y,Cheyenne,Y,5+,Y,Belgium,4,Family,M,37,F,34,M,14,M,5,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,Y,,,,,
4/23/2011,9:55:00,35,,N,Y,Hotel New York,Y,5+,Y,Belgium,4,Family,M,37,F,34,M,14,M,5,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,Y,,,,,
4/23/2011,9:55:00,35,,N,Y,Hotel New York,Y,1,,France,4,Family,M,32,F,35,F,8,M,6,,,,Non-thrill rides,,Parades and fireworks,Meeting characters,,Not really,Y,,,,,
4/23/2011,11:10:00,36,,N,N,,N,'2-4,Y,Italy,8,Friends,F,38,M,46,F,10,M,8,F,38,,,Indoor shows,Parades and fireworks,,,,N,,,,,
4/23/2011,9:55:00,40,,N,N,,N,1,N,France,4,Family,F,38,M,40,F,9,M,2,,,,Non-thrill rides,,Parades and fireworks,Meeting characters,,None,N,,,,,
4/23/2011,10:45:00,42,,N,Y,Newport Bay,Y,5+,Y,France,4,Family,F,,M,,F,,F,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,Y,,,,,
4/23/2011,9:42:00,43,,N,N,,N,'2-4,,UK,4,Family,M,,F,,,,,,,,,,,Parades and fireworks,Meeting characters,,Definitely,Y,Y,Princesses,35,40,
4/23/2011,10:24:00,45,,N,N,,,1,,Switzerland,3,Friends,M,26,M,27,F,28,,,,,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,N,,20,20,
4/23/2011,11:00:00,46,,N,N,,N,'2-4,N,Portugal,4,Family,M,45,F,43,M,19,M,10,,,,,,,,Overall atmosphere,Definitely,N,,,,,
4/23/2011,10:20:00,48,,N,Y,Davy Crockett Ranch,N,1,,Germany,4,Family,F,43,M,50,F,13,M,11,,,,Non-thrill rides,Indoor shows,,Meeting characters,,,N,Y,Tower of Terror,30,15,
4/23/2011,9:26:00,49,,N,Y,Davy Crockett Ranch,N,'2-4,N,Belgium,5,Family,M,34,F,34,M,5,F,6,,,,Non-thrill rides,Indoor shows,,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/23/2011,10:30:00,50,,N,N,,N,1,,France,6,Family,M,45,F,42,M,15,F,13,M,7,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,,Not really,N,,,,,
4/23/2011,11:40:00,51,,N,Y,Cheyenne,,1,N,France,3,Family,M,45,F,35,M,6,,,,,Thrill rides,Non-thrill rides,,,,,None,Y,,,,,
4/23/2011,9:30:00,52,,N,N,,N,1,N,France,5,Family,F,,M,,M,,M,,F,,Thrill rides,,,,Meeting characters,,Somewhat,Y,,,,,
4/23/2011,9:45:00,53,,N,N,,,1,,Ireland,6,Family,F,59,F,38,M,38,F,9,F,5,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,Y,Parade,15,15,
4/23/2011,10:00:00,54,,N,Y,Cheyenne,N,,N,France,2,Couple,M,25,F,24,,,,,,,Thrill rides,,Indoor shows,,,Overall atmosphere,Not really,N,,,,,
4/23/2011,9:43:00,55,,Y,N,,,'2-4,,France,4,Family,F,33,F,7,M,5,M,37,,,,,,,,Overall atmosphere,Not really,N,,,,,
4/23/2011,11:20:00,56,,N,N,,,1,,Australia,2,Couple,M,26,F,22,,,,,,,Thrill rides,,Indoor shows,Parades and fireworks,,,Not really,N,N,,45,30,
4/23/2011,,57,,N,N,,N,'2-4,N,Switzerland,3,Family,F,40,M,34,M,6,,,,,Thrill rides,,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/23/2011,10:30:00,58,,Y,Y,Cheyenne,Y,1,N,France,4,Family,F,43,F,14,F,11,F,11,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,Y,,,,,
4/23/2011,10:30:00,58,,Y,Y,Cheyenne,Y,1,N,France,4,Family,F,43,F,14,F,11,F,11,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,Y,,,,,
4/23/2011,10:00:00,59,,N,,,N,'2-4,N,UK,3,Family,M,41,F,37,M,10,,,,,Thrill rides,,,Parades and fireworks,,,Not really,N,N,,30,30,
4/23/2011,9:55:00,60,,N,N,,,5+,Y,France,4,Family,F,42,M,60,M,15,F,4,,,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,Overall atmosphere,Somewhat,N,Y,Tower of Terror,50,20,
4/23/2011,11:20:00,61,,Y,N,,,,Y,France,4,Family,F,40,M,50,F,7,F,6,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/23/2011,10:02:00,62,,N,N,,,5+,Y,UK,5,Family,F,46,M,65,F,19,F,16,F,14,Thrill rides,,Indoor shows,Parades and fireworks,,Overall atmosphere,Somewhat,Y,N,,45,60,
4/23/2011,11:15:00,63,,N,Y,Newport Bay,Y,1,,UK,3,Family,M,33,F,31,F,3,,,,,,,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/23/2011,11:30:00,64,,N,N,,N,'2-4,Y,Poland,3,Friends,M,26,M,24,M,27,,,,,Thrill rides,,,,,,None,N,,,,,
4/23/2011,11:30:00,65,,N,N,,N,1,N,France,4,Family,M,50,F,49,M,18,M,15,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,,,,,
4/23/2011,11:24:00,66,,,N,,,,,,12,Family,M,38,F,35,F,12,M,9,F,7,,,,,,,,,Y,Space Mountain,35,25,
4/23/2011,,67,,N,N,,N,'2-4,N,Spain,5,Friends,M,52,F,12,M,12,M,11,M,6,Thrill rides,Non-thrill rides,,Parades and fireworks,Meeting characters,,None,N,,,,,
4/23/2011,10:00:00,68,,N,N,,N,1,,UK,2,Couple,F,23,M,31,,,,,,,Thrill rides,,,,,,Definitely,N,Y,,20,20,
4/23/2011,11:15:00,69,,N,N,,Y,1,N,France,4,Family,M,40,F,40,F,11,F,7,,,,Non-thrill rides,,Parades and fireworks,,,None,Y,,,,,
4/23/2011,,70,,N,Y,Cheyenne,Y,'2-4,N,,4,Family,M,45,F,37,M,6,M,4,,,Thrill rides,Non-thrill rides,,Parades and fireworks,,,None,N,N,,60,15,
4/23/2011,11:35:00,71,,N,N,,Y,5+,Y,France,3,Family,M,21,F,18,F,19,,,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,,None,N,,,,,
4/23/2011,11:20:00,72,,N,N,,Y,'2-4,Y,France,4,Family,F,49,M,52,F,16,M,10,,,,Non-thrill rides,Indoor shows,,,Overall atmosphere,Somewhat,Y,,,,,
4/23/2011,11:05:00,73,,N,N,,,'2-4,Y,,3,Family,F,25,M,11,M,45,,,,,Thrill rides,Non-thrill rides,,,,,Not really,N,,,,,
4/23/2011,,74,,N,N,,N,5+,N,Belgium,5,Family,F,53,M,56,M,25,F,25,F,,,Non-thrill rides,Indoor shows,,,Overall atmosphere,Not really,N,Y,Les paupies?,45,30,
4/23/2011,,76,,N,N,,,,,India,3,Family,M,36,F,30,F,7,,,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,,Not really,N,,,,,
4/23/2011,,77,,N,N,,N,'2-4,Y,France,2,Family,M,30,F,54,,,,,,,Thrill rides,,Indoor shows,Parades and fireworks,Meeting characters,,None,N,,,,,
4/23/2011,,78,,N,N,,N,1,,France,4,Family,M,,F,,F,,F,,,,Thrill rides,,Indoor shows,Parades and fireworks,,Overall atmosphere,None,N,,,,,
4/23/2011,,81,,N,N,,N,5+,Y,France,4,Family,F,32,F,10,F,3,M,34,,,Thrill rides,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,N,,,,,
4/23/2011,,82,,N,N,,N,'2-4,,UK,4,Friends,F,34,M,11,F,10,F,6,,,Thrill rides,,,,Meeting characters,,Definitely,N,,Rides,60,,
4/23/2011,,83,,N,N,,Y,1,,France,4,Family,F,33,M,39,F,7,M,14,,,,Non-thrill rides,,,Meeting characters,,Somewhat,Y,,,,,
4/23/2011,,84,,N,N,,,5+,,Belgium,2,Friends,F,33,F,26,,,,,,,,Non-thrill rides,,Parades and fireworks,Meeting characters,,Not really,N,,,,,
4/23/2011,,85,,N,N,,,1,N,,5,Family,M,44,M,43,F,20,F,5,,,Thrill rides,,,Parades and fireworks,,Overall atmosphere,None,N,,,,,
4/23/2011,,86,,N,N,,,'2-4,Y,Belgium,5,Friends,F,,F,,F,,M,,M,,,,,,,Overall atmosphere,Not really,N,,,,,
4/23/2011,10:33:00,87,,N,Y,Newport Bay,Y,1,,Spain,4,Family,M,,F,,F,,F,,,,Thrill rides,,,Parades and fireworks,Meeting characters,Overall atmosphere,Not really,N,N,,30,30,
4/23/2011,11:10:00,89,Y-4/28,N,Y,Newport Bay,,1,,Netherlands,4,Family,F,44,M,46,F,6,F,4,,,,Non-thrill rides,Indoor shows,Parades and fireworks,Meeting characters,Overall atmosphere,None,Y,,,,,
