# Position data for device 50 on 20110428
# hhmmss.sss	hhmm	ss.sss	longitude	latitude	accuracy	session_id	leg distance	leg mps	bearing	total distance	total time	average mps
111428.633	1114	28.633	2.778436321	48.87147503	50	5457	0	0	0	0	00:00:00.000	0
111429.600	1114	29.600	2.778436321	48.87147503	0	5457	0.000	0.000	3.142	0	00:00:00.967	0.000
111434.623	1114	34.623	2.778402253	48.87147437	25	5457	2.497	0.497	4.603	2.497	00:00:05.990	0.417
111623.870	1116	23.870	2.777494637	48.87208401	25	5457	94.966	0.869	6.026	97.463	00:01:55.237	0.846
111816.243	1118	16.243	2.776771743	48.8719675	25	5457	54.521	0.485	3.972	151.984	00:03:47.610	0.668
111819.930	1118	19.930	2.77690964	48.87201715	15	5457	11.513	3.123	0.456	163.497	00:03:51.297	0.707
112006.243	1120	06.243	2.776827016	48.87301013	25	5457	110.603	1.040	6.268	274.1	00:05:37.610	0.812
112012.987	1120	12.987	2.776886676	48.8729285	15	5457	10.076	1.494	3.013	284.176	00:05:44.354	0.825
112156.110	1121	56.110	2.777436589	48.87333556	25	5457	60.601	0.588	0.236	344.777	00:07:27.477	0.770
112203.923	1122	03.923	2.777341567	48.8732617	10	5457	10.767	1.378	3.366	355.544	00:07:35.290	0.781
112342.243	1123	42.243	2.776550507	48.8742457	15	5457	123.835	1.260	6.141	479.379	00:09:13.610	0.866
112359.973	1123	59.973	2.776584619	48.87433915	10	5457	10.690	0.603	0.065	490.069	00:09:31.340	0.858
112402.097	1124	02.097	2.776539633	48.87441039	5	5457	8.581	4.040	6.171	498.65	00:09:33.464	0.870
112405.873	1124	05.873	2.776493744	48.87444809	5	5457	5.374	1.423	6.069	504.024	00:09:37.240	0.873
112407.983	1124	07.983	2.776459992	48.87448369	5	5457	4.668	2.212	6.115	508.692	00:09:39.350	0.878
112435.983	1124	35.983	2.776157971	48.87463408	10	5457	27.736	0.991	5.938	536.428	00:10:07.350	0.883
112440.967	1124	40.967	2.776131917	48.87466982	5	5457	4.409	0.885	6.153	540.837	00:10:12.334	0.883
112446	1124	46	2.776132283	48.87470615	10	5457	4.041	0.803	0.002	544.878	00:10:17.367	0.883
112511.910	1125	11.910	2.776192897	48.87469176	5	5457	4.720	0.182	2.495	549.598	00:10:43.277	0.854
112514.943	1125	14.943	2.776194163	48.87468607	5	5457	0.640	0.211	3.102	550.238	00:10:46.310	0.851
112636.320	1126	36.320	2.77636295	48.87474822	15	5457	14.166	0.174	0.453	564.404	00:12:07.687	0.776
112711.983	1127	11.983	2.776367703	48.87471032	5	5457	4.230	0.119	3.119	568.634	00:12:43.350	0.745
112717.967	1127	17.967	2.776370035	48.87467102	5	5457	4.374	0.731	3.131	573.008	00:12:49.334	0.745
112744.920	1127	44.920	2.776382768	48.87460112	10	5457	7.830	0.291	3.109	580.838	00:13:16.287	0.729
112937.190	1129	37.190	2.776818461	48.87499013	25	5457	53.764	0.479	0.198	634.602	00:15:08.557	0.698
112940.213	1129	40.213	2.776693934	48.87494342	15	5457	10.498	3.473	3.588	645.1	00:15:11.580	0.708
112944.950	1129	44.950	2.776563283	48.87490894	10	5457	10.311	2.177	3.738	655.411	00:15:16.317	0.715
113036.843	1130	36.843	2.776329313	48.87489429	15	5457	17.217	0.332	4.376	672.628	00:16:08.210	0.695
113112.987	1131	12.987	2.776326139	48.87483835	10	5457	6.226	0.172	3.152	678.854	00:16:44.354	0.676
113149.167	1131	49.167	2.776333255	48.87481883	10	5457	2.233	0.062	3.076	681.087	00:17:20.534	0.655
113257.503	1132	57.503	2.776561801	48.87504559	25	5457	30.271	0.443	0.179	711.358	00:18:28.870	0.642
113332.960	1133	32.960	2.776787476	48.87500036	15	5457	17.280	0.487	2.412	728.638	00:19:04.327	0.637
113342.957	1133	42.957	2.776858674	48.87496578	25	5457	6.480	0.648	2.788	735.118	00:19:14.324	0.637
113408.960	1134	08.960	2.776669383	48.87482387	15	5457	21.009	0.808	3.376	756.127	00:19:40.327	0.641
113418.980	1134	18.980	2.776583331	48.87481196	15	5457	6.441	0.643	4.055	762.568	00:19:50.347	0.641
113446.963	1134	46.963	2.776583331	48.87481196	100	5457	0.000	0.000	0.000	762.568	00:20:18.330	0.626
113450.957	1134	50.957	2.776452581	48.87490901	50	5457	14.431	3.613	6.046	776.999	00:20:22.324	0.636
113645.253	1136	45.253	2.775957189	48.87525303	25	5457	52.734	0.461	6.030	829.733	00:22:16.620	0.621
113654.190	1136	54.190	2.776082027	48.87529579	25	5457	10.308	1.153	0.483	840.041	00:22:25.557	0.624
113924.467	1139	24.467	2.776547977	48.87499466	50	5457	47.820	0.318	2.871	887.861	00:24:55.834	0.594
114832.640	1148	32.640	2.777453211	48.87386498	50	5457	142.068	0.259	3.000	1029.929	00:34:04.007	0.504
115028.243	1150	28.243	2.775795639	48.87508499	25	5457	182.087	1.575	6.044	1212.016	00:35:59.610	0.561
115122.227	1151	22.227	2.775864628	48.874725	25	5457	40.355	0.748	3.107	1252.371	00:36:53.594	0.566
115123.220	1151	23.220	2.775878314	48.87467297	25	5457	5.873	5.914	3.095	1258.244	00:36:54.587	0.568
115124.273	1151	24.273	2.775894579	48.87463612	25	5457	4.268	4.053	3.063	1262.512	00:36:55.640	0.570
115126.227	1151	26.227	2.775923522	48.87458754	25	5457	5.804	2.970	3.035	1268.316	00:36:57.594	0.572
115128.223	1151	28.223	2.775971139	48.87460683	10	5457	4.095	2.052	0.416	1272.411	00:36:59.590	0.573
115141.923	1151	41.923	2.775730872	48.87465072	5	5457	18.265	1.333	5.508	1290.676	00:37:13.290	0.578
115143.947	1151	43.947	2.775673054	48.87466547	5	5457	4.542	2.244	5.671	1295.218	00:37:15.314	0.579
115145.977	1151	45.977	2.775620581	48.87467602	5	5457	4.019	1.980	5.556	1299.237	00:37:17.344	0.581
115148.933	1151	48.933	2.77555884	48.87467912	5	5457	4.536	1.535	4.986	1303.773	00:37:20.300	0.582
115254.463	1152	54.463	2.774825989	48.87474912	25	5457	54.247	0.828	5.202	1358.02	00:38:25.830	0.589
115329.977	1153	29.977	2.774739094	48.87449985	5	5457	28.445	0.801	3.204	1386.465	00:39:01.344	0.592
115335.017	1153	35.017	2.774728136	48.87446168	5	5457	4.320	0.857	3.193	1390.785	00:39:06.384	0.593
115340.100	1153	40.100	2.774684907	48.87442534	5	5457	5.135	1.010	3.351	1395.92	00:39:11.467	0.594
115405.973	1154	05.973	2.774415377	48.8742587	5	5457	27.080	1.047	3.423	1423	00:39:37.340	0.599
115406.953	1154	06.953	2.774405067	48.87425693	5	5457	0.781	0.797	3.947	1423.781	00:39:38.320	0.599
115529.127	1155	29.127	2.774411683	48.87419358	15	5457	7.062	0.086	3.123	1430.843	00:41:00.494	0.582
115604.947	1156	04.947	2.774402228	48.87426656	5	5457	8.146	0.227	6.260	1438.989	00:41:36.314	0.576
115640.987	1156	40.987	2.774405369	48.87423039	10	5457	4.029	0.112	3.126	1443.018	00:42:12.354	0.570
115715.957	1157	15.957	2.774380825	48.87423233	10	5457	1.811	0.052	5.129	1444.829	00:42:47.324	0.563
115904.233	1159	04.233	2.774330791	48.87447352	15	5457	27.074	0.250	6.246	1471.903	00:44:35.600	0.550
115907.137	1159	07.137	2.774434937	48.87441162	15	5457	10.276	3.539	2.849	1482.179	00:44:38.504	0.553
115912.177	1159	12.177	2.774434937	48.87441162	10	5457	0.000	0.000	0.000	1482.179	00:44:43.544	0.552
115947.970	1159	47.970	2.774556396	48.87439072	5	5457	9.196	0.257	2.337	1491.375	00:45:19.337	0.548
120059.923	1200	59.923	2.774553661	48.87443516	5	5457	4.947	0.069	6.272	1496.322	00:46:31.290	0.536
120100.917	1201	00.917	2.774552575	48.87443607	5	5457	0.129	0.130	6.073	1496.451	00:46:32.284	0.536
120247.453	1202	47.453	2.774434493	48.87442029	15	5457	8.826	0.083	4.071	1505.277	00:48:18.820	0.519
120433.717	1204	33.717	2.774353899	48.87431338	25	5457	13.275	0.125	3.275	1518.552	00:50:05.084	0.505
120618.997	1206	18.997	2.77424004	48.87451657	25	5457	24.089	0.229	6.183	1542.641	00:51:50.364	0.496
120805.183	1208	05.183	2.77424781	48.87458172	25	5457	7.268	0.068	0.021	1549.909	00:53:36.550	0.482
120806.170	1208	06.170	2.774321377	48.87450493	25	5457	10.099	10.232	2.972	1560.008	00:53:37.537	0.485
120950.403	1209	50.403	2.774324872	48.87467881	25	5457	19.340	0.186	0.004	1579.348	00:55:21.770	0.475
121140.417	1211	40.417	2.774384255	48.87502236	25	5457	38.456	0.350	0.031	1617.804	00:57:11.784	0.471
121142.277	1211	42.277	2.774479363	48.87495151	15	5457	10.518	5.655	2.905	1628.322	00:57:13.644	0.474
121325.307	1213	25.307	2.774524606	48.87463	15	5457	35.911	0.349	3.116	1664.233	00:58:56.674	0.471
121558.233	1215	58.233	2.774535642	48.87479122	25	5457	17.949	0.117	0.012	1682.182	01:01:29.600	0.456
122011.630	1220	11.630	2.77509619	48.87452522	15	5457	50.611	0.200	2.781	1732.793	01:05:42.997	0.439
122013.587	1220	13.587	2.77501487	48.87461699	10	5457	11.818	6.039	6.126	1744.611	01:05:44.954	0.442
122121.290	1221	21.290	2.774611576	48.87542467	25	5457	94.562	1.397	6.194	1839.173	01:06:52.657	0.458
122157.020	1221	57.020	2.774445965	48.87528296	5	5457	19.889	0.557	3.349	1859.062	01:07:28.387	0.459
122202.010	1222	02.010	2.774447656	48.87524475	5	5457	4.251	0.852	3.134	1863.313	01:07:33.377	0.460
122233.030	1222	33.030	2.774455911	48.87527109	5	5457	2.991	0.096	0.056	1866.304	01:08:04.397	0.457
122423.350	1224	23.350	2.774670653	48.8753953	25	5457	20.936	0.190	0.301	1887.24	01:09:54.717	0.450
122623.320	1226	23.320	2.774219252	48.8751774	15	5457	40.997	0.342	3.498	1928.237	01:11:54.687	0.447
122629.187	1226	29.187	2.774285486	48.87526968	15	5457	11.352	1.935	0.128	1939.589	01:12:00.554	0.449
122632.023	1226	32.023	2.774397002	48.87537145	15	5457	13.959	4.922	0.194	1953.548	01:12:03.390	0.452
122813.350	1228	13.350	2.774928373	48.87598	25	5457	78.077	0.771	0.156	2031.625	01:13:44.717	0.459
122956.317	1229	56.317	2.774629911	48.87581388	15	5457	28.625	0.278	3.455	2060.25	01:15:27.684	0.455
123000.250	1230	00.250	2.774687992	48.87568988	10	5457	14.432	3.669	3.057	2074.682	01:15:31.617	0.458
123006.047	1230	06.047	2.774764041	48.8756132	10	5457	10.187	1.757	2.965	2084.869	01:15:37.414	0.459
