# Position data for device 109 on 20110428
# hhmmss.sss	hhmm	ss.sss	longitude	latitude	accuracy	session_id	leg distance	leg mps	bearing	total distance	total time	average mps
162252.863	1622	52.863	2.777028603	48.87135767	0	5533	0	0	0	0	00:00:00.000	0
162254.813	1622	54.813	2.776759965	48.87117332	25	5533	28.420	14.574	3.392	28.42	00:00:01.950	14.574
162405.023	1624	05.023	2.776440454	48.87120997	10	5533	23.760	0.338	5.291	52.18	00:01:12.160	0.723
162515.003	1625	15.003	2.777092685	48.87120514	25	5533	47.786	0.683	1.613	99.966	00:02:22.140	0.703
162519.807	1625	19.807	2.777020656	48.87112728	15	5533	10.141	2.111	3.303	110.107	00:02:26.944	0.749
162522.833	1625	22.833	2.776831995	48.87114321	10	5533	13.935	4.605	5.161	124.042	00:02:29.970	0.827
162650.287	1626	50.287	2.777822238	48.87048583	0	5533	102.998	1.178	2.884	227.04	00:03:57.424	0.956
162652.197	1626	52.197	2.776758032	48.87125525	10	5533	115.765	60.610	6.045	342.805	00:03:59.334	1.432
162720.153	1627	20.153	2.776748032	48.87116684	15	5533	9.860	0.353	3.161	352.665	00:04:27.290	1.319
162739.167	1627	39.167	2.77673706	48.87122068	10	5533	6.042	0.318	6.247	358.707	00:04:46.304	1.253
162745.153	1627	45.153	2.77667384	48.87125546	5	5533	6.034	1.008	5.974	364.741	00:04:52.290	1.248
162750.117	1627	50.117	2.776610306	48.8712905	5	5533	6.071	1.223	5.975	370.812	00:04:57.254	1.247
162755.123	1627	55.123	2.776543184	48.87132942	5	5533	6.551	1.309	5.989	377.363	00:05:02.260	1.248
162800.140	1628	00.140	2.776469659	48.87136636	5	5533	6.774	1.350	5.947	384.137	00:05:07.277	1.250
162806.137	1628	06.137	2.776397804	48.87140065	5	5533	6.500	1.084	5.930	390.637	00:05:13.274	1.247
162812.120	1628	12.120	2.776341061	48.8714404	5	5533	6.068	1.014	6.037	396.705	00:05:19.257	1.243
162818.140	1628	18.140	2.776273853	48.87148124	5	5533	6.699	1.113	6.001	403.404	00:05:25.277	1.240
162824.140	1628	24.140	2.776200838	48.87151497	5	5533	6.533	1.089	5.919	409.937	00:05:31.277	1.237
162826.170	1628	26.170	2.776178572	48.8715222	5	5533	1.819	0.896	5.787	411.756	00:05:33.307	1.235
162831.150	1628	31.150	2.776105778	48.87154854	5	5533	6.085	1.222	5.831	417.841	00:05:38.287	1.235
162836.167	1628	36.167	2.776033479	48.87157803	5	5533	6.230	1.242	5.876	424.071	00:05:43.304	1.235
162838.163	1628	38.163	2.776005607	48.87158883	5	5533	2.369	1.187	5.857	426.44	00:05:45.300	1.235
162843.163	1628	43.163	2.775936366	48.87161971	10	5533	6.126	1.225	5.907	432.566	00:05:50.300	1.235
162848.163	1628	48.163	2.775850557	48.87163508	5	5533	6.515	1.303	5.506	439.081	00:05:55.300	1.236
162853.170	1628	53.170	2.775763806	48.87164005	5	5533	6.379	1.274	5.027	445.46	00:06:00.307	1.236
162858.147	1628	58.147	2.775676324	48.8716403	5	5533	6.409	1.288	4.729	451.869	00:06:05.284	1.237
162903.153	1629	03.153	2.775592936	48.87164979	5	5533	6.200	1.239	5.286	458.069	00:06:10.290	1.237
162908.150	1629	08.150	2.775501204	48.87165935	10	5533	6.804	1.362	5.247	464.873	00:06:15.287	1.239
162913.153	1629	13.153	2.775412065	48.87166227	10	5533	6.538	1.307	4.896	471.411	00:06:20.290	1.240
162918.147	1629	18.147	2.775318109	48.87166465	10	5533	6.888	1.379	4.855	478.299	00:06:25.284	1.241
162922.153	1629	22.153	2.775237708	48.87167595	10	5533	6.023	1.503	5.386	484.322	00:06:29.290	1.244
162927.140	1629	27.140	2.775153875	48.87169183	5	5533	6.391	1.282	5.534	490.713	00:06:34.277	1.245
162932.147	1629	32.147	2.775067613	48.87169661	5	5533	6.342	1.267	5.017	497.055	00:06:39.284	1.245
162937.153	1629	37.153	2.774981556	48.87169174	10	5533	6.328	1.264	4.401	503.383	00:06:44.290	1.245
162938.160	1629	38.160	2.774978715	48.87169006	10	5533	0.280	0.278	3.431	503.663	00:06:45.297	1.243
162943.153	1629	43.153	2.77489643	48.87168503	5	5533	6.054	1.212	4.378	509.717	00:06:50.290	1.242
162948.147	1629	48.147	2.774808033	48.87167616	5	5533	6.551	1.312	4.194	516.268	00:06:55.284	1.243
163046.393	1630	46.393	2.773762918	48.87125181	25	5533	89.943	1.544	3.550	606.211	00:07:53.530	1.280
163154.473	1631	54.473	2.773940677	48.87052563	15	5533	81.808	1.202	3.099	688.019	00:09:01.610	1.270
163159.437	1631	59.437	2.77401959	48.87060692	10	5533	10.731	2.162	0.168	698.75	00:09:06.574	1.278
163259.463	1632	59.463	2.772992391	48.87067722	25	5533	75.659	1.260	5.085	774.409	00:10:06.600	1.277
163354.627	1633	54.627	2.772755813	48.87050126	15	5533	26.142	0.474	3.373	800.551	00:11:01.764	1.210
163416.157	1634	16.157	2.772628019	48.87057172	5	5533	12.209	0.567	5.976	812.76	00:11:23.294	1.189
163437.160	1634	37.160	2.772660355	48.87062213	10	5533	6.086	0.290	0.112	818.846	00:11:44.297	1.163
