# Position data for device 133 on 20110430
# hhmmss.sss	hhmm	ss.sss	longitude	latitude	accuracy	session_id	leg distance	leg mps	bearing	total distance	total time	average mps
102827.077	1028	27.077	2.779045463	48.87053718	25	6101	0	0	0	0	00:00:00.000	0
102828.020	1028	28.020	2.779045463	48.87053718	15	6101	0.000	0.000	0.000	0	00:00:00.943	0.000
102834.327	1028	34.327	2.778937948	48.87060245	10	6101	10.712	1.698	6.002	10.712	00:00:07.250	1.478
102933.947	1029	33.947	2.778850721	48.87048531	10	6101	14.511	0.243	3.271	25.223	00:01:06.870	0.377
103039.647	1030	39.647	2.778682464	48.87051806	15	6101	12.854	0.196	5.551	38.077	00:02:12.570	0.287
103045.617	1030	45.617	2.778713463	48.87060682	15	6101	10.130	1.697	0.061	48.207	00:02:18.540	0.348
103155.227	1031	55.227	2.779182976	48.87059372	25	6101	34.428	0.495	1.729	82.635	00:03:28.150	0.397
103302.827	1033	02.827	2.778861282	48.87068679	15	6101	25.741	0.381	5.739	108.376	00:04:35.750	0.393
103337.280	1033	37.280	2.778937195	48.87073047	10	6101	7.384	0.214	0.296	115.76	00:05:10.203	0.373
103345.283	1033	45.283	2.77895639	48.87067317	10	6101	6.526	0.815	3.083	122.286	00:05:18.206	0.384
103437.303	1034	37.303	2.778965002	48.87062091	10	6101	5.846	0.112	3.113	128.132	00:06:10.226	0.346
103545.510	1035	45.510	2.778638735	48.87031045	25	6101	41.995	0.616	3.323	170.127	00:07:18.433	0.388
103551.327	1035	51.327	2.778710356	48.87038871	10	6101	10.163	1.747	0.159	180.29	00:07:24.250	0.406
103625.380	1036	25.380	2.778835009	48.87020639	5	6101	22.239	0.653	3.023	202.529	00:07:58.303	0.423
103641.303	1036	41.303	2.778879093	48.87016049	5	6101	6.041	0.379	2.975	208.57	00:08:14.226	0.422
103649.327	1036	49.327	2.778943403	48.87011666	5	6101	6.779	0.845	2.891	215.349	00:08:22.250	0.429
103656.303	1036	56.303	2.779014858	48.87007315	10	6101	7.129	1.022	2.862	222.478	00:08:29.226	0.437
103703.287	1037	03.287	2.779082105	48.87002988	10	6101	6.887	0.986	2.877	229.365	00:08:36.210	0.444
103710.237	1037	10.237	2.779146551	48.86998925	10	6101	6.535	0.940	2.872	235.9	00:08:43.160	0.451
103717.303	1037	17.303	2.779210188	48.86994345	10	6101	6.905	0.977	2.904	242.805	00:08:50.226	0.458
103724.217	1037	24.217	2.77927782	48.86991014	10	6101	6.187	0.895	2.801	248.992	00:08:57.140	0.464
103725.223	1037	25.223	2.779286202	48.8699358	10	6101	2.919	2.902	0.057	251.911	00:08:58.146	0.468
103731.323	1037	31.323	2.779365019	48.86990241	10	6101	6.865	1.125	2.751	258.776	00:09:04.246	0.475
103840.470	1038	40.470	2.780258756	48.86959796	15	6101	73.715	1.066	2.669	332.491	00:10:13.393	0.542
103951.610	1039	51.610	2.780817186	48.86931041	15	6101	51.929	0.730	2.816	384.42	00:11:24.533	0.562
104008.333	1040	08.333	2.780824345	48.86924559	10	6101	7.228	0.432	3.122	391.648	00:11:41.256	0.558
104013.333	1040	13.333	2.780821249	48.86916476	10	6101	8.993	1.799	3.148	400.641	00:11:46.256	0.567
104016.343	1040	16.343	2.780817268	48.86910479	10	6101	6.676	2.218	3.153	407.317	00:11:49.266	0.574
104020.220	1040	20.220	2.780803082	48.86903604	10	6101	7.717	1.990	3.177	415.034	00:11:53.143	0.582
104024.247	1040	24.247	2.780790295	48.868967	10	6101	7.735	1.921	3.174	422.769	00:11:57.170	0.589
104027.283	1040	27.283	2.780764353	48.8689122	5	6101	6.384	2.103	3.223	429.153	00:12:00.206	0.596
104031.237	1040	31.237	2.780747809	48.86885545	10	6101	6.427	1.625	3.192	435.58	00:12:04.160	0.601
104035.287	1040	35.287	2.780726487	48.86879934	5	6101	6.433	1.588	3.207	442.013	00:12:08.210	0.607
104039.297	1040	39.297	2.780724623	48.86874262	5	6101	6.310	1.574	3.147	448.323	00:12:12.220	0.612
104044.390	1040	44.390	2.780726921	48.86868395	5	6101	6.527	1.282	3.135	454.85	00:12:17.313	0.617
104103.320	1041	03.320	2.780644647	48.86852496	5	6101	18.682	0.987	3.231	473.532	00:12:36.243	0.626
104116.297	1041	16.297	2.780620253	48.86846716	5	6101	6.672	0.514	3.214	480.204	00:12:49.220	0.624
104122.313	1041	22.313	2.780566065	48.8684257	5	6101	6.085	1.011	3.364	486.289	00:12:55.236	0.627
104141.297	1041	41.297	2.780491111	48.8683895	10	6101	6.809	0.359	3.485	493.098	00:13:14.220	0.621
104204.317	1042	04.317	2.780433294	48.86834907	10	6101	6.178	0.268	3.384	499.276	00:13:37.240	0.611
104206.267	1042	06.267	2.780483559	48.86834112	10	6101	3.787	1.942	2.312	503.063	00:13:39.190	0.614
104234.250	1042	34.250	2.780461204	48.86836675	5	6101	3.288	0.117	6.134	506.351	00:14:07.173	0.598
104245.320	1042	45.320	2.780471885	48.86830644	10	6101	6.753	0.610	3.111	513.104	00:14:18.243	0.598
104252.273	1042	52.273	2.780467928	48.86824593	10	6101	6.736	0.969	3.153	519.84	00:14:25.196	0.601
104258.283	1042	58.283	2.780466841	48.86818794	5	6101	6.450	1.073	3.145	526.29	00:14:31.206	0.604
104303.270	1043	03.270	2.780464085	48.86813133	5	6101	6.299	1.263	3.150	532.589	00:14:36.193	0.608
104310.293	1043	10.293	2.780458994	48.86807028	10	6101	6.800	0.968	3.156	539.389	00:14:43.216	0.611
104326.337	1043	26.337	2.780543895	48.86806388	5	6101	6.261	0.390	1.983	545.65	00:14:59.260	0.607
104334.253	1043	34.253	2.780543167	48.8680358	5	6101	3.123	0.395	3.146	548.773	00:15:07.176	0.605
104440.760	1044	40.760	2.780586533	48.86786735	10	6101	19.002	0.286	3.097	567.775	00:16:13.683	0.583
104443.350	1044	43.350	2.780637014	48.86803238	15	6101	18.723	7.229	0.053	586.498	00:16:16.273	0.601
104445.337	1044	45.337	2.780670566	48.86815972	10	6101	14.374	7.234	0.045	600.872	00:16:18.260	0.614
104710.523	1047	10.523	2.779458505	48.86754701	10	6101	111.936	0.771	3.470	712.808	00:18:43.446	0.634
104805.817	1048	05.817	2.779248926	48.86710945	25	6101	51.030	0.923	3.224	763.838	00:19:38.740	0.648
104809.727	1048	09.727	2.779374593	48.86715638	10	6101	10.584	2.707	0.431	774.422	00:19:42.650	0.655
104909.653	1049	09.653	2.779438953	48.86672743	15	6101	47.940	0.800	3.116	822.362	00:20:42.576	0.662
104915.573	1049	15.573	2.77945508	48.86665879	5	6101	7.725	1.305	3.101	830.087	00:20:48.496	0.665
105014.550	1050	14.550	2.779325881	48.86603109	15	6101	70.451	1.195	3.177	900.538	00:21:47.473	0.689
105015.503	1050	15.503	2.77945979	48.86606511	15	6101	10.516	11.035	0.591	911.054	00:21:48.426	0.696
105120.583	1051	20.583	2.77927065	48.8657196	15	6101	40.850	0.628	3.235	951.904	00:22:53.506	0.693
105225.623	1052	25.623	2.778927418	48.86584055	15	6101	28.520	0.438	5.833	980.424	00:23:58.546	0.682
105229.597	1052	29.597	2.778969257	48.86575264	15	6101	10.247	2.579	3.061	990.671	00:24:02.520	0.687
105331.857	1053	31.857	2.77895379	48.86568632	15	6101	7.463	0.120	3.181	998.134	00:25:04.780	0.663
