# Position data for device 221 on 20110422
# hhmmss.sss	hhmm	ss.sss	longitude	latitude	accuracy	session_id	leg distance	leg mps	bearing	total distance	total time	average mps
095802.427	0958	02.427	2.778315168	48.87063676	200	2965	0	0	0	0	00:00:00.000	0
095803.353	0958	03.353	2.778315168	48.87063676	0	2965	0.000	0.000	0.000	0	00:00:00.926	0.000
095804.353	0958	04.353	2.778315168	48.87063676	0	2965	0.000	0.000	0.000	0	00:00:01.926	0.000
095951.650	0959	51.650	2.778188264	48.87075528	15	2965	16.130	0.150	6.098	16.13	00:01:49.223	0.148
100140.637	1001	40.637	2.77860977	48.87058072	15	2965	36.476	0.335	2.742	52.606	00:03:38.210	0.241
100146.573	1001	46.573	2.77860977	48.87058072	15	2965	0.000	0.000	0.000	52.606	00:03:44.146	0.235
100222.813	1002	22.813	2.778736126	48.87060867	5	2965	9.765	0.269	0.669	62.371	00:04:20.386	0.240
100258.780	1002	58.780	2.778762264	48.87057548	5	2965	4.158	0.116	3.005	66.529	00:04:56.353	0.224
100409.493	1004	09.493	2.778804446	48.8706062	10	2965	4.607	0.065	0.236	71.136	00:06:07.066	0.194
100445.550	1004	45.550	2.778303893	48.87096895	15	2965	54.520	1.512	6.046	125.656	00:06:43.123	0.312
100521.357	1005	21.357	2.77840705	48.87117793	5	2965	24.440	0.683	0.086	150.096	00:07:18.930	0.342
100525.280	1005	25.280	2.778406767	48.87122389	10	2965	5.112	1.303	6.282	155.208	00:07:22.853	0.350
100529.300	1005	29.300	2.778404119	48.87126433	10	2965	4.502	1.120	6.272	159.71	00:07:26.873	0.357
100534.290	1005	34.290	2.77840518	48.87130708	5	2965	4.755	0.953	0.004	164.465	00:07:31.863	0.364
100538.277	1005	38.277	2.778386029	48.87134193	5	2965	4.122	1.034	6.187	168.587	00:07:35.850	0.370
100542.277	1005	42.277	2.778358003	48.8713769	10	2965	4.398	1.099	6.143	172.985	00:07:39.850	0.376
100543.267	1005	43.267	2.778352614	48.87138643	10	2965	1.131	1.142	6.184	174.116	00:07:40.840	0.378
100544.287	1005	44.287	2.778346647	48.87139579	10	2965	1.129	1.107	6.172	175.245	00:07:41.860	0.379
100545.437	1005	45.437	2.778340197	48.87140487	10	2965	1.115	0.970	6.159	176.36	00:07:43.010	0.381
100546.280	1005	46.280	2.778332512	48.87141335	10	2965	1.098	1.302	6.125	177.458	00:07:43.853	0.383
100547.300	1005	47.300	2.778323282	48.87142168	10	2965	1.147	1.125	6.091	178.605	00:07:44.873	0.384
100548.277	1005	48.277	2.778311913	48.87142927	10	2965	1.186	1.214	6.026	179.791	00:07:45.850	0.386
100549.297	1005	49.297	2.778300271	48.87143689	10	2965	1.202	1.178	6.021	180.993	00:07:46.870	0.388
100550.397	1005	50.397	2.77828765	48.87144474	5	2965	1.272	1.156	6.008	182.265	00:07:47.970	0.389
